ID,Name,Age,Nationality
252060,Tommaso Pobega,20,Italy
205686,Téji Savanier,28,France
247328,Unai Vencedor Paris,19,Spain
244376,Volodymyr Shepelev,23,Ukraine
216860,Václav ?erný,22,Czech Republic
176285,Winston Reid,31,New Zealand
187052,Yann M'Vila,30,France
222123,Aaron Long,27,United States
255700,Alex Timossi Andersson,19,Sweden
236239,Alfie Whiteman,21,England
234683,Andi Zeqiri,21,Switzerland
222457,Bernard Mensah,25,Ghana
237670,Bruno Alexandre Vieira Almeida,22,Portugal
226710,Gianluca Scamacca,21,Italy
253289,Guzmán Corujo,24,Uruguay
252179,Jakub Markovi?,18,Czech Republic
232225,Janni Serra,22,Germany
231263,Jérémy Gélin,23,France
255594,Koki Saito,18,Japan
254470,Luke Thomas,19,England
229438,Mario Piccinocchi,24,Italy
238409,Marlon Fossey,21,United States
242633,Morten Frendrup,19,Denmark
244383,Mykyta Burda,25,Ukraine
241629,Rogério Oliveira da Silva,22,Brazil
240439,Ryan Porteous,21,Scotland
234249,Sam Surridge,21,England
257042,Ugo Bertelli,16,France
242916,Yukinari Sugawara,20,Japan
240671,Y?ld?r?m Mert Çetin,23,Turkey
180175,Alexandre Rodrigues da Silva,28,Brazil
193794,Asier Villalibre Molina,22,Spain
189682,Ben Mee,30,England
176993,Bojan Krki? Pérez,29,Spain
199386,Bryan Linssen,29,Netherlands
202325,Diego Demme,28,Germany
207920,Erik Durm,28,Germany
159261,Fabio Quagliarella,37,Italy
209960,Fernando Pacheco Flores,28,Spain
211899,Florian Niederlechner,29,Germany
24630,José Manuel Reina Páez,37,Spain
188943,Kevin Trapp,29,Germany
177326,Mathieu Valbuena,35,France
186143,Oliver Norwood,29,Northern Ireland
210537,Renato Steffen,28,Switzerland
193061,Roberto Pereyra,29,Argentina
178750,Sergio Asenjo Andrés,31,Spain
184881,Sofiane Feghouli,30,Algeria
216477,Todor Nedelev,27,Bulgaria
194845,Wahbi Khazri,29,Tunisia
155885,Aiden McGeady,34,Republic of Ireland
244140,Alaa Bakir,19,Germany
240786,Ali Koiki,20,England
226800,Benny Ashley-Seal,21,England
246289,César Huerta,19,Mexico
215556,Edimilson Fernandes,24,Switzerland
225018,Florin Andone,27,Romania
236944,Fousseni Diabaté,24,Mali
245733,Hendrik Weydandt,24,Germany
177604,Ignacio Monreal Eraso,34,Spain
238070,Jamie Cumming,20,England
230561,Jay-Roy Grot,22,Netherlands
202201,Jeffrey Gouweleeuw,28,Netherlands
206114,Kristoffer Olsson,25,Sweden
176600,Kévin Gameiro,33,France
243134,Largie Ramazani,19,Belgium
187072,Lars Stindl,31,Germany
253568,Leonardo Campana,20,Ecuador
239106,Leonardo Koutris,24,Greece
233585,Lincoln Oliveira dos Santos,21,Brazil
222493,Marvin Friedrich,24,Germany
190243,Marwin Hitz,32,Switzerland
240837,Mert Hakan Yanda?,25,Turkey
184220,Mix Diskerud,29,United States
192041,Néstor Araújo,28,Mexico
199576,Oriol Romeu Vidal,28,Spain
196934,O?uzhan Özyakup,27,Turkey
233301,Rasmus Kristensen,22,Denmark
208919,Ryan Gauld,24,Scotland
220029,Saîf-Eddine Khaoui,25,Tunisia
245865,Stefan Bajic,18,France
231113,Zelimkhan Bakaev,24,Russia
255210,Anis Slimane,19,Denmark
248572,Brazão Teixeira Pedro David,17,Portugal
247209,Dylan Mbayo,18,Belgium
245309,Egidio Maestre Schetino,28,Uruguay
248351,Isaac Atanga,20,Ghana
244840,Lennart Czyborra,21,Germany
257349,Riccardo Ladinetti,19,Italy
252937,Yann Gboho,19,France
227275,Agustín Rossi,24,Argentina
199574,Alexandre Letellier,29,France
201943,Andreas Cornelius,27,Denmark
220746,Andrija ivkovi?,23,Serbia
200726,Benjamin Lecomte,29,France
244560,Carlos Gutiérrez,21,Mexico
216150,Davide Zappacosta,28,Italy
223151,Dimitri Oberlin,22,Switzerland
202054,Edinaldo Gomes Pereira,31,Brazil
238392,Elisha Owusu,22,France
232207,Ivan aponji?,22,Serbia
218744,Jack Byrne,24,Republic of Ireland
172175,Kevin Mirallas,31,Belgium
198009,Mattia Perin,27,Italy
234333,Myziane Maolida,21,France
193198,Nemanja Gudelj,28,Serbia
230184,Ronaldo Diego Esler Domingues,20,Brazil
168435,Salvatore Sirigu,33,Italy
229188,Vangelis Pavlidis,21,Greece
163050,Billy Sharp,34,England
237698,Callum Gribbin,21,England
241704,Christopher Rocchia,22,France
225147,Connor Roberts,24,Wales
193886,Daniel Didavi,30,Germany
230183,Gérson Adriano Gutierres Serra,20,Brazil
258685,Jackson Muleka,20,DR Congo
224265,Joe Williams,23,England
220165,Joel Pohjanpalo,25,Finland
219841,Jorge Figal,26,Argentina
240941,Lenny Pintor,19,France
186351,Leroy Fer,30,Netherlands
222737,Malcom Filipe Silva de Oliveira,21,Brazil
217007,Mame Thiam,27,Senegal
192557,Marvin Plattenhardt,28,Germany
221354,Milo Veljkovi?,24,Serbia
205897,Nathaniel Chalobah,25,England
222148,Ondrej Duda,25,Slovakia
223154,Ozan Tufan,25,Turkey
211385,Riza Durmisi,26,Denmark
222513,Rolando Aarons,24,England
219087,Sebastián Vegas,23,Chile
212474,Tiago Rafael Maia Silva,27,Portugal
183125,Troy Deeney,32,England
228698,Viktor Kovalenko,24,Ukraine
234789,Yan Brice Eteki,22,Cameroon
243574,Zachary Brault-Guillard,21,Canada
214838,Óscar Opazo,29,Chile
241403,Abdoulaye Dabo,19,France
238389,Ben Wilmot,20,England
239361,Dani de Wit,22,Netherlands
243650,David José Gomes O. Tavares,21,Portugal
243386,Diego Valencia,20,Chile
253162,Hans Nicolussi Caviglia,20,Italy
236998,James Léa Siliki,24,France
239704,Kai Wagner,23,Germany
252931,Luka Ivanuec,21,Croatia
237160,Ro-Shaun Williams,21,England
246874,Robbie Gotts,20,England
237003,Samuele Birindelli,19,Italy
258923,Sergio Arribas Calvo,18,Spain
202330,Abdoulay Diaby,29,Mali
192012,Diego Reyes,27,Mexico
213654,Glen Kamara,24,Finland
206085,Jacob Murphy,25,England
220132,Joseba Zaldúa Bengoetxea,28,Spain
225441,Kasey Palmer,23,England
222528,Lynden Gooch,24,United States
220019,Marcus Harness,24,England
216791,Matthew Pennington,25,England
212878,Nicolás Castillo,27,Chile
235413,Rados?aw Majecki,20,Poland
211267,Ricardo Centurión,27,Argentina
234171,Roland Sallai,23,Hungary
169705,Ryan Bertrand,30,England
220172,Saidy Janko,24,Switzerland
233957,Sam Field,22,England
136113,Wes Morgan,36,Jamaica
193738,Younès Belhanda,30,Morocco
213761,Abderrazak Hamdallah,29,Morocco
188044,Alan Douglas Borges de Carvalho,30,China PR
203910,Anthony Knockaert,28,France
163155,Ben Foster,37,England
232440,Caio Henrique Oliveira Silva,22,Brazil
187924,Clément Grenier,29,France
236466,Clément Michelin,23,France
227153,Cristian Borja,27,Colombia
186146,Danny Welbeck,29,England
189484,Davide Santon,29,Italy
234576,Diogo Lucas Queirós,21,Portugal
255529,El Bilal Touré,18,Mali
252259,Enzo Millot,17,France
175254,Felipe Caicedo,31,Ecuador
207471,Franco Vázquez,31,Argentina
244364,Gabriel Resende Brazão,19,Brazil
161648,Hatem Ben Arfa,33,France
245703,Igor Diveev,20,Russia
222634,Isaac Success,24,Nigeria
195479,James Tavernier,28,England
202087,Johannes Geis,26,Germany
176237,Jozy Altidore,30,United States
197166,Juan Agudelo,27,United States
241038,Keanan Bennetts,21,England
213209,Kellyn Acosta,24,United States
158963,Lucas Biglia,34,Argentina
182495,Martín Cáceres,33,Uruguay
241850,Mateo Retegui,21,Argentina
235563,Mounir Chouiar,21,France
240892,Mustafa Kap?,17,Turkey
243360,Nils Fröling,20,Sweden
236757,Patryk Klimala,21,Poland
212382,Paul Ebere Onuachu,26,Nigeria
224251,Robin Zentner,25,Germany
223597,Ruben Aguilar,27,France
213884,Ryan Christie,25,Scotland
251700,Segundo Mandíquez,31,Ecuador
192679,Sergio Escudero Palomo,30,Spain
225199,Vincent Koziello,24,France
239496,Yassin Fekir,23,France
252930,Ismael Casas Casado,19,Spain
236378,Alessandro Plizzari,19,Italy
176571,André Ayew,30,Ghana
235123,Andrés Iniestra,24,Mexico
251617,Armin Gigovi?,18,Sweden
189280,Ashley Westwood,30,England
229793,Benjamin Tetteh,22,Ghana
235744,Brandon Thomas-Asante,21,England
251421,Brennan Johnson,19,Wales
174543,Claudio Bravo,37,Chile
231063,Clayton Lewis,23,New Zealand
245341,Cole Bassett,18,United States
179789,Damien Da Silva,32,France
198032,Dan Burn,28,England
171833,Daniel Sturridge,29,England
177392,Dieumerci Mbokani,34,DR Congo
236457,Dimitris Giannoulis,24,Greece
243612,Dion Sanderson,20,England
230360,Everton Jorge Simão Resende,20,Brazil
223751,Gideon Jung,25,Germany
213490,Isaiah Brown,23,England
218660,Josh Sims,23,England
230625,Matheus Reis de Lima,25,Brazil
246309,Miguel Mariz Luís,21,Portugal
248174,Nassim Boujellab,21,Morocco
218745,Olivier Ntcham,24,France
204538,Raúl Ruidíaz,29,Peru
9676,Samuel Eto'o,36,Cameroon
207562,Sebastian Andersson,28,Sweden
207952,Semi Ajayi,26,Nigeria
190059,Steven Zuber,28,Switzerland
239732,Szymon ?urkowski,22,Poland
243910,Trae Coyle,19,England
244234,Aaron Opoku,21,Germany
241937,Abdou Harroui,22,Netherlands
213937,Ager Aketxe Barrutia,26,Spain
254859,Alex Mighten,18,England
227873,Almamy Touré,24,France
226789,Angelo Fulgini,23,France
241771,Anthony Nwakaeme,31,Nigeria
244426,Bogdan Lednev,22,Ukraine
223877,Darnell Furlong,24,England
228675,Dmitriy Barinov,23,Russia
240611,Dru Yearwood,20,England
243357,Franck Evina,19,Cameroon
246923,Jacob Ramsey,19,England
252326,Juan Manuel Sanabria,20,Uruguay
242914,Keito Nakamura,19,Japan
213750,Ken Sema,26,Sweden
245906,Malachi Fagan-Walcott,18,England
244497,Marcos Robson Cipriano,21,Brazil
229593,Marko Pjaca,25,Croatia
220502,Mattia Zaccagni,25,Italy
237321,Mergim Berisha,22,Germany
253945,Mohamed Magdy,24,Egypt
254022,Nick Woltemade,18,Germany
227890,Nuno Miguel Gomes dos Santos,25,Portugal
229050,Oskar Buur Rasmussen,22,Denmark
231110,Patrick Erras,25,Germany
245297,Rafael Di Leonardo,24,Uruguay
246914,Robert Rojas,24,Paraguay
213017,Ben Davies,24,England
193849,Conor Hourihane,29,Republic of Ireland
212212,Dominik Kohr,26,Germany
197756,Jordan Ayew,28,Ghana
192641,Kevin Vogt,28,Germany
188154,Lewis Holtby,29,Germany
187754,Marlos Romero Bonfim,32,Ukraine
166706,Martin krtel,35,Slovakia
195033,Mathew Leckie,29,Australia
206626,Mikael Ishak,27,Sweden
207557,Robin Olsen,30,Sweden
192622,Shane Duffy,28,Republic of Ireland
202685,Simone Zaza,29,Italy
181820,Stevan Joveti?,30,Montenegro
212260,Ui Jo Hwang,27,Korea Republic
191565,Y?ya ?sako,30,Japan
227732,Anastasios Donis,23,Greece
236518,Arnaud Nordin,22,France
230426,Arturo Adolfo Inálcio Dutra,20,Brazil
184274,Chris Basham,31,England
237407,Chris Durkin,20,United States
193254,Christopher Trimmel,33,Austria
225667,Conor Chaplin,23,England
239631,Danny Loader,18,England
252526,Darian Males,19,Switzerland
234151,David Carmona Sierra,22,Spain
245065,Diego Palacios,20,Ecuador
246267,Dominik Kotarski,20,Croatia
206655,Eduardo Vargas,30,Chile
236723,Fodé Ballo-Touré,23,France
243767,Gavin Kilkenny,20,Republic of Ireland
170733,Gervais Yao Kouassi,33,Ivory Coast
239580,Gleison Bremer Silva Nascimento,23,Brazil
238580,Idriz Voca,23,Kosovo
252594,Isaac Lihadji,18,France
241037,Jack Roles,21,Cyprus
255339,Jayden Nelson,17,Canada
231044,Joe Aribo,23,Nigeria
232905,Junya Ito,27,Japan
207444,Jürgen Damm,27,Mexico
192816,Leandro Cabrera,28,Uruguay
243840,Lee O'Connor,19,Republic of Ireland
220932,Lovre Kalini?,30,Croatia
206304,Luka Milivojevi?,29,Serbia
248405,Mark McGuinness,19,Republic of Ireland
233061,Mathias Pereira Lage,23,Portugal
236898,Michel Aebischer,23,Switzerland
245264,Mikkel Kaufmann,19,Denmark
219258,Pedro Henrique Pereira da Silva,27,Brazil
210372,Rachid Ghezzal,28,Algeria
234229,Ross McCrorie,22,Scotland
104389,Rune Almenning Jarstein,35,Norway
222836,Ryan Ledson,22,England
200215,Sebastian Rode,29,Germany
208088,Sergi Samper Montañá,25,Spain
178424,Vitorino Pacheco Antunes,33,Portugal
199715,Víctor Machín Pérez,30,Spain
231414,Waldo Rubio Martin,24,Spain
237297,Yordan Osorio,26,Venezuela
254578,David Ayala,17,Argentina
223929,Aaron Leya Iseka,22,Belgium
242081,Agustín Almendra,20,Argentina
228790,Aitor Buñuel Redrado,22,Spain
243001,Alexandru Cicâld?u,22,Romania
241171,Armando Obispo,21,Netherlands
213689,Ben Pearson,25,England
225779,Ben Sheaf,22,England
225997,Benjamin Verbi?,26,Slovenia
233841,Carlos Cuesta,21,Colombia
206561,Christian Walton,24,England
232192,Christopher Martins,23,Luxembourg
185349,Denis Odoi,32,Belgium
244509,Dennis Jastrzembski,20,Germany
225126,Ellyes Skhiri,25,Tunisia
211567,Gilberto Moraes Júnior,27,Brazil
252325,Ismael Gutiérrez Montilla,19,Spain
250839,Jesús Pretell,21,Peru
234066,Johan Hove,19,Norway
220659,Josh Brownhill,24,England
234122,José Artur de Lima Junior,24,Brazil
211408,Karol Linetty,25,Poland
211856,Kevin Akpoguma,25,Nigeria
219733,Ludovic Ajorque,26,France
199561,Manuel Agudo Durán,33,Spain
183130,Marc Albrighton,30,England
231442,Marcus Browne,22,England
211738,Mark Flekken,27,Netherlands
205855,Marko Livaja,26,Croatia
236744,Matheo Zoch,22,Bolivia
233782,Morgan Feeney,21,England
239977,Nicolas Kühn,20,Germany
202017,Onel Hernández,27,Germany
198077,Patrick Herrmann,29,Germany
235520,Rafael Mújica García,21,Spain
189681,Rafael Pereira da Silva,29,Brazil
253100,Raymundo Fulgencio,20,Mexico
207732,Roger Martí Salvador,29,Spain
253257,Sebastián Cáceres,20,Uruguay
229624,Sergio Guardiola Navarro,29,Spain
221350,Thierry Ambrose,23,France
208509,Thomas Foket,25,Belgium
203965,Viktor Fischer,26,Denmark
234795,Antoine Bernede,21,France
243315,Daniel Gómez Alcón,21,Spain
253905,Edanyilber Navas,20,Venezuela
246606,Francisco José García Torres,20,Spain
251025,Gaizka Larrazabal,22,Spain
241036,George Marsh,21,England
234108,Gonzalo Maroni,21,Argentina
239342,Hervé Koffi,23,Burkina Faso
234686,Jordan Lotomba,21,Switzerland
247764,Kyle John,19,England
255943,Lirim Kastrati,21,Kosovo
247479,Luca Unbehaun,19,Germany
243378,Manuel Wintzheimer,21,Germany
236311,Marko Rog,24,Croatia
235338,Marlon Rodrigues Xavier,23,Brazil
241489,Peru Nolaskoain Esnal,21,Spain
258139,Raúl Moro Prescoli,17,Spain
246950,Ryan Astley,18,Wales
207835,Ademilson Braga Bispo Júnior,26,Brazil
212219,Alexander Djiku,25,France
223198,Ali Adnan,26,Iraq
233484,Allan Campbell,21,Scotland
167905,Antonio Valencia,33,Ecuador
202428,Bobby Wood,27,United States
219754,Bruno Miguel Semedo Varela,25,Portugal
192445,Daniel Ginczek,29,Germany
205670,Dwight Gayle,29,England
190531,Eliaquim Mangala,29,France
193881,Filip ?uri?i?,28,Serbia
189860,Francisco Femenía Far,29,Spain
172203,Fraser Forster,32,England
191032,Gökhan Töre,28,Turkey
201119,Ismaily Gonçalves dos S.,30,Brazil
211879,Janik Haberer,26,Germany
199669,Leandro González Pirez,28,Argentina
232250,Luke Amos,23,England
230201,Maikel Renan Catarino Fagundes,24,Brazil
231236,Mathieu Cafaro,23,France
183108,Nordin Amrabat,33,Morocco
224019,Pedro Chirivella Burgos,23,Spain
190854,Peter Pekarík,33,Slovakia
233763,Pontus Dahlberg,21,Sweden
199577,Sergi Gómez Solà,28,Spain
226495,Sergio Henrique Santos Gomes,25,Brazil
232000,Seung Woo Lee,22,Korea Republic
199912,Sonny Kittel,27,Germany
139062,Willy Caballero,38,Argentina
233250,Yuma Suzuki,24,Japan
235740,Alberto Paleari,26,Italy
246836,Amos Pieper,22,Germany
222573,Andrés Tello,23,Colombia
244265,Armin Hodi?,23,Bosnia Herzegovina
212830,Awer Mabil,24,Australia
248687,Ben Cabango,20,Wales
241737,Birk Risa,22,Norway
215616,David Jason Remeseiro Salgueiro,25,Spain
224103,Erick Aguirre,23,Mexico
219461,Erik Palmer-Brown,23,United States
247156,Facundo Mura,21,Argentina
214446,Felipe Campos,26,Chile
240898,Francisco Guerrero Martín,24,Spain
236817,Habib Maïga,24,Ivory Coast
229901,Harry Souttar,21,Australia
246946,Ismaila Coulibaly,19,Mali
228827,Jeando Fuchs,22,Cameroon
224186,Jordy de Wijs,25,Netherlands
218746,José Ángel Pozo la Rosa,24,Spain
241173,Lyle Foster,19,South Africa
221306,Michael Barrios,29,Colombia
219862,Miguel Borja,27,Colombia
237708,Moussa Sylla,20,France
247819,Nico Schlotterbeck,20,Germany
208001,Paulo Otávio Rosa da Silva,25,Brazil
239950,Pedro Filipe Rodrigues,23,Portugal
231951,Randell Williams,23,England
233487,Riley McGree,21,Australia
206075,Sam Johnstone,27,England
222031,Thato Mokeke,29,South Africa
193910,Adam Forshaw,28,England
156433,Alfredo Talavera,37,Mexico
204760,Charlie Taylor,26,England
190324,Christian Kabasele,29,Belgium
202642,Fernando Lucas Martins,28,Brazil
201982,Jonathan Schmid,30,France
191076,Jóhann Berg Guðmundsson,29,Iceland
183498,Marco Parolo,35,Italy
170797,Nuri ?ahin,31,Turkey
157481,Raúl Albiol Tortajada,34,Spain
198140,Rogelio Funes Mori,29,Argentina
191388,Takashi Usami,28,Japan
157304,Thomas Vermaelen,34,Belgium
239432,Adrian Grbic,23,Austria
248118,Alexi Pitu,18,Romania
247336,Alfie McCalmont,20,Northern Ireland
233276,Andre Dozzell,21,England
228517,Andy Rinomhota,23,England
253294,Armando Méndez,24,Uruguay
239458,Bozhidar Kraev,23,Bulgaria
235458,Cédric Kipré,23,Ivory Coast
221797,Erik Thommy,25,Germany
256725,Fabio Carvalho,17,England
201988,Federico Fernández,31,Argentina
219145,Guillermo Maripán,26,Chile
248465,Ian Maatsen,17,Netherlands
244558,Idekel Domínguez,20,Mexico
227667,Isaac Mbenza,24,Belgium
234857,Ivan Oblyakov,21,Russia
226592,Jakub Jankto,24,Czech Republic
204846,Jamal Blackman,26,England
220604,Jaume Domenech Sánchez,29,Spain
228738,Jhon Murillo,24,Venezuela
212710,Joel Castro Pereira,24,Portugal
210324,Jonas Hofmann,27,Germany
243559,Jorge de Frutos Sebastián,23,Spain
229912,Joshua Emmanuel,22,England
244068,Keven Schlotterbeck,23,Germany
254062,Kevin Minda,21,Ecuador
210386,Kristoffer Peterson,25,Sweden
244233,Luca Pfeiffer,23,Germany
237960,Mama Samba Baldé,24,Guinea Bissau
226414,Marcus Coco,24,France
225562,Martín Merquelanz,25,Spain
240589,Miguel de la Fuente,20,Spain
238942,Nemanja Mitrovi?,27,Slovenia
193698,Oliver Baumann,30,Germany
204355,Paul Dummett,28,Wales
204738,Renato Ibarra,29,Ecuador
229788,Rubén Alcaraz Jiménez,29,Spain
208251,Samuele Longo,28,Italy
236413,Sandro Kulenovi?,20,Croatia
205114,Takashi Inui,32,Japan
210136,Tomasz K?dziora,26,Poland
237997,Uriel Antuna,22,Mexico
237410,Vasyl Kravets,22,Ukraine
229034,Víctor Guzmán,25,Mexico
243048,Will Dennis,19,England
212245,Yannick Gerhardt,26,Germany
258948,Ángel Fortuño Viñas,18,Spain
158902,Danny Fox,34,Scotland
192342,Edwin Cardona,27,Colombia
172937,Glenn Murray,36,England
178416,Jeremain Lens,32,Netherlands
172553,Jonas Lössl,31,Denmark
154472,Jorge Molina Vidal,38,Spain
178322,Miguel Layún,32,Mexico
184467,Nathan Delfouneso,29,England
178571,Rafael Wihby Bracali,39,Brazil
188942,Victor Wanyama,29,Kenya
235522,Aleix Febas Pérez,24,Spain
208534,Alfie Mawson,26,England
257057,Amadou Onana,18,Belgium
206160,Amato Ciciretti,26,Italy
228518,Andreas Hanche-Olsen,23,Norway
207664,Carlos Bacca,33,Colombia
234202,Ché Nunnely,21,Netherlands
245035,Claudio Gomes,19,France
255687,David Zima,19,Czech Republic
193158,Davy Pröpper,28,Netherlands
236209,Denver Hume,21,England
224242,Derrick Luckassen,24,Netherlands
220414,Diego Rico Salguero,27,Spain
235499,Djamel Eddine Benlamri,30,Algeria
183966,Facundo Roncaglia,33,Argentina
241467,Francisco Feuillassier,22,Argentina
230681,Giuseppe Pezzella,22,Italy
245907,Jamie Bowden,18,Republic of Ireland
239475,Jonathan González,21,Mexico
170370,Jonathan dos Santos,30,Mexico
171791,José Miguel da Rocha Fonte,36,Portugal
168609,João Miranda de Souza Filho,35,Brazil
254807,Kwadwo Baah,17,England
240925,Liam Millar,20,Canada
142707,Lisandro López,37,Argentina
240311,Luca Zidane,21,France
233960,Lukas Mühl,23,Germany
256544,Melayro Bogarde,18,Netherlands
238060,Nathan Trott,21,England
184144,Nicolás Gaitán,32,Argentina
226584,Pablo Aránguiz,22,Chile
167628,Stéphane Ruffier,33,France
218880,Sulayman Marreh,24,Gambia
252033,Tomás Lago Pontes Esteves,17,Portugal
252378,Will Bapaga,17,England
231856,Álvaro Tejero Sacristán,23,Spain
185239,Ömer Toprak,30,Turkey
257319,Alan Virginius,17,France
255305,Brandon Pierrick,18,England
250789,Dilane Bakwa,17,France
245313,José María Sildero,28,Uruguay
252018,Kamil Pi?tkowski,20,Poland
252025,Koba Koindredi,18,France
245253,Leandro Barreiro Martins,20,Luxembourg
240956,Matías Melluso,22,Argentina
248053,Santiago Arzamendia,22,Paraguay
237424,Seung Ho Paik,23,Korea Republic
245275,Toma Bai?,23,Croatia
239272,Vasilios Barkas,26,Greece
244050,Wouter Burger,19,Netherlands
195586,Alfreð Finnbogason,31,Iceland
213699,Ashley Fletcher,24,England
202052,Benik Afobe,27,DR Congo
211098,Bradley Dack,26,England
204883,Brice Samba,26,Congo
204876,Carlos Clerc Martínez,28,Spain
204024,Christoph Kramer,29,Germany
146530,Daniel Alves da Silva,35,Brazil
212197,Daniel Heuer Fernandes,27,Portugal
211361,Danilo Cataldi,25,Italy
196432,Enzo Pérez,34,Argentina
236331,Erick Cabaco,25,Uruguay
204943,Guofu Luo,32,China PR
213951,Helton Brant Aleixo Leite,29,Brazil
215107,Héctor Villalba,25,Paraguay
200759,Jeffrey Schlupp,27,Ghana
232786,Keita Endo,22,Japan
199354,Lucas Pérez Martínez,31,Spain
2147,Maarten Stekelenburg,37,Netherlands
216289,Mark Diemers,26,Netherlands
192725,Maxime Le Marchand,30,France
230564,Mijat Ga?inovi?,25,Serbia
229528,Mykola Matvienko,24,Ukraine
53914,Phil Jagielka,37,England
194333,Rafa? Gikiewicz,32,Poland
219576,Rodrigo Battaglia,28,Argentina
226060,Roger Assalé,26,Ivory Coast
231685,Ronaël Pierre-Gabriel,22,France
188388,Ryad Boudebouz,30,Algeria
226012,Ryan Manning,24,Republic of Ireland
235642,Ryan Yates,22,England
189250,Salomón Rondón,30,Venezuela
203485,Terence Kongolo,26,Netherlands
237211,Yuri Oliveira Ribeiro,23,Portugal
244403,Adil Taoui,18,France
241823,Aldo Cruz,22,Mexico
258238,Ali Yavuz Kol,19,Turkey
250753,Anatoliy Trubin,18,Ukraine
257534,Cole Palmer,18,England
244363,Daniel Cerântula Fuzato,22,Brazil
248171,Davide Bettella,20,Italy
246157,Ewoud Pletinckx,19,Belgium
242491,Felipe Jaramillo,24,Colombia
243792,Iñigo Vicente Elorduy,22,Spain
243311,Josep Martínez Riera,22,Spain
244771,Kevin Moreno,19,Colombia
256087,Kluiverth Aguilar,17,Peru
245988,Luca Connell,19,Republic of Ireland
252704,Marco Sala,21,Italy
243481,Marcus Holmgren Pedersen,20,Norway
247731,Matthew Smith,19,England
246695,Mattie Pollock,18,England
247508,Metehan Güçlü,21,Turkey
244041,Muhammed Kiprit,20,Turkey
247030,Petr ev?ík,26,Czech Republic
246169,Roberto López Alcaide,20,Spain
258954,Rolando Ortíz,17,Paraguay
253473,Samuele Ricci,18,Italy
242353,Tony Gallacher,20,Scotland
255218,Víctor Guzmán,18,Mexico
231433,Aitor Cantalapiedra,24,Spain
223909,Alex Palmer,23,England
236315,Alfie Jones,22,England
182168,Andrea Ranocchia,32,Italy
140293,Antonio Mirante,36,Italy
189390,Bastian Oczipka,31,Germany
240241,Bastien Toma,21,Switzerland
237933,Brandon Fleming,20,England
230967,Brian Lozano,26,Uruguay
231535,Cameron Borthwick-Jackson,23,England
171875,Caner Erkin,31,Turkey
185388,Christian Gauseth,36,Norway
223058,Daler Kuzyaev,27,Russia
216194,Daniel García Carrillo,30,Spain
211204,Declan John,25,Wales
234894,Emil Bohinen,21,Norway
170481,Ezequiel Garay,32,Argentina
202088,Felix Klaus,27,Germany
213388,Flavien Tait,27,France
193584,Guido Burgstaller,31,Austria
199416,Ibai Gómez Pérez,30,Spain
233045,Iké Ugbo,21,England
183465,Jack Rodwell,29,England
202697,Jack Stephens,26,England
221671,Jae Sung Lee,27,Korea Republic
204125,Jan Bo?il,29,Czech Republic
221587,Joe Lolley,27,England
225106,Jorge Sáenz de Miera,23,Spain
239513,Josh Earl,21,England
240046,João Victor Santos Sá,26,Brazil
186581,Keisuke Honda,33,Japan
209289,Kévin Manuel Rodrigues,26,Portugal
165229,Laurent Koscielny,34,France
236613,Lennart Grill,21,Germany
226431,Leonardo da Silva Lopes,21,Portugal
179527,Loïc Rémy,33,France
234119,Lucas Fernandes da Silva,22,Brazil
179820,Luis Robles,36,United States
215703,Marlon da Silva Barbosa,24,Brazil
194644,Martín Montoya Torralbo,29,Spain
220131,Mbaye Diagne,28,Senegal
221174,Mislav Ori?,27,Croatia
190149,Oscar De Marcos Arana,31,Spain
191910,Shin Wook Kim,32,Korea Republic
219496,Simeon Tochukwu Nwankwo,28,Nigeria
214570,Stiven Mendoza,28,Colombia
224718,Taylan Antalyal?,25,Turkey
204776,Toni Leistner,29,Germany
230042,Youssef Aït Bennasser,23,Morocco
212476,Álvaro Medrán Just,26,Spain
259074,Albian Hajdari,17,Switzerland
243388,Borna Sosa,22,Croatia
245097,Finn Ole Becker,20,Germany
246729,Ilyas Chouaref,19,France
253251,Jorge Morel,22,Paraguay
254659,Mehdi Zerkane,20,France
242980,Meritan Shabani,21,Germany
241590,Patric Pfeiffer,20,Germany
253497,Pépé Bonet,17,DR Congo
254089,Rodrigo Vieira Fernandes,18,Portugal
194138,Andre Gray,29,England
236791,Antonín Barák,25,Czech Republic
225646,Camilo Mayada,29,Uruguay
139313,Christian Fuchs,34,Austria
198513,Cláudio Pires de Morais Ramos,28,Portugal
201389,Cristiano Biraghi,27,Italy
224956,Daniel Crowley,22,England
241119,Daniel Martín Fernández,21,Spain
237646,Daniel Muñoz,24,Colombia
240193,Elvis Rexhbeçaj,22,Kosovo
240661,Emanuel Vignato,19,Italy
226268,Federico Dimarco,22,Italy
190778,Jeroen Zoet,29,Netherlands
235156,Jimmy Dunne,22,Republic of Ireland
196069,José Pedro Fuenzalida,35,Chile
193331,Karl Darlow,29,England
205360,Kemar Roofe,27,Jamaica
188352,Kevin Großkreutz,31,Germany
223938,Kylian Hazard,24,Belgium
211263,Lisandro Magallán,26,Argentina
238075,Martell Taylor-Crossdale,20,England
233267,Matt Turner,26,United States
240981,Max Sanders,21,England
155887,Michael Bradley,32,United States
221456,Reece Burke,23,England
192495,Romaine Sawyers,28,Saint Kitts and Nevis
204277,Roque Mesa Quevedo,31,Spain
188427,Senad Luli?,34,Bosnia Herzegovina
